movieId,title,genres,plot
2404,Rambo III (1988),Action|War,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,"When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel."
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,"A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue."
2407,Cocoon (1985),Comedy|Sci-Fi,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor."
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,"The seniors return to Earth to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to stay back on Earth?"
2409,Rocky II (1979),Action|Drama,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
2410,Rocky III (1982),Action|Drama,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
2411,Rocky IV (1985),Action|Drama,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union."
2412,Rocky V (1990),Action|Drama,"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success."
2413,Clue (1985),Comedy|Mystery,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up."
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate."
2415,Violets Are Blue... (1986),Drama|Romance,"Young love may endure in your heart and one day re-ignite, but reality may soon dowse the flames."
2416,Back to School (1986),Comedy,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself."
2417,Heartburn (1986),Comedy|Drama,"She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship Heartburn, nothing will."
2418,Nothing in Common (1986),Comedy,A highly successful advertising executive decides to put his job on hold after getting an update from his father that he and his wife are divorced and decides to extend his break after revealing that his father is a diabetic.
2419,Extremities (1986),Drama|Thriller,A woman takes revenge on the man who invades her home and tries to rape her.
2420,"Karate Kid, The (1984)",Drama,A martial arts master agrees to teach karate to a bullied teenager.
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business."
2423,Christmas Vacation (1989),Comedy,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.
2424,You've Got Mail (1998),Comedy|Romance,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet both blissfully unaware that he's trying to put her out of business."
2425,"General, The (1998)",Crime,"The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the I.R.A., the U.V.F., and members of his own team."
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,"Two miserable people find happiness together: a man dreaming of flying, and a woman dreaming of living."
2427,"Thin Red Line, The (1998)",Action|Drama|War,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
2428,"Faculty, The (1998)",Horror|Sci-Fi,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, she decides to investigate the bizarre happenings."
2429,Mighty Joe Young (1998),Adventure|Children's|Drama,"A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by zoologist Gregg O'Hara (Bill Paxton) and Jill Young (Charlize Theron), with whom he grew up. Poacher Strasser (Rade Serbedzija) returns from the past to seek vengeance on Joe."
2430,Mighty Joe Young (1949),Adventure|Children's|Drama,A young woman who has raised a giant gorilla from an infant brings him to Hollywood years later seeking her fortune.
2431,Patch Adams (1998),Comedy|Drama,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
2432,Stepmom (1998),Drama,"A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother."
2433,"Civil Action, A (1998)",Drama,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career."
2434,Down in the Delta (1998),Drama,"Rosa Lynn sends her druggie daughter Loretta and her children Thomas and Tracy away from the big city to live with their uncle Earl in the ancestral home in rural Mississippi. Earl puts Loretta to work in his restaurant, Just Chicken, while also telling them about the generations of their family, the Sinclairs, dating back to their time in slavery before the the Civil War."
2435,Hurlyburly (1998),Drama,Hollywood movers and shakers dissect their own personal lives when everything seems to clash together.
2436,Tea with Mussolini (1999),Comedy,An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.
2437,Wilde (1997),Drama,The turmoil in poet/playwright Oscar Wilde's life after he discovers his homosexuality.
2438,Outside Ozona (1998),Drama|Thriller,A drama revolving around a group of strangers brought together by a common occurrence as well as listening to the same radio station.
2439,Affliction (1997),Drama,A deeply troubled small-town cop investigates a suspicious hunting death while other events jeopardize his sanity.
2440,Another Day in Paradise (1998),Drama,"In the hope of a big score, two junkie couples team up to commit various drug robberies which go disastrously wrong leading to dissent, violence and murder."
2441,"Hi-Lo Country, The (1998)",Drama|Western,Two cowboys have their friendship tested when they fall for the same girl.
2442,Hilary and Jackie (1998),Drama,"The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi."
2443,Playing by Heart (1998),Drama|Romance,Eleven articulate people work through affairs of the heart in Los Angeles.
2444,24 7: Twenty Four Seven (1997),Comedy|Drama,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Soon he opens a training facility which is accepted gratefully by them and the gangs start to grow together into friends. Darcy manages to organize a public fight for them to prove what they have learned. A training camp with hiking tours into the mountains of Wales forge the group into a tight-knit club society. With the day of the fight drawing closer, the young boxers get more and more excited."
